structName,structType,K,N,Dim,avgRuntime
KD,2,90,140000,5,7300
KD,2,100,140000,5,8585
KD,2,10,150000,5,392
KD,2,20,150000,5,966
KD,2,30,150000,5,1674
KD,2,40,150000,5,2532
KD,2,50,150000,5,3538
KD,2,60,150000,5,4650
KD,2,70,150000,5,5870
KD,2,80,150000,5,7214
KD,2,90,150000,5,8655
KD,2,100,150000,5,10171
KD,2,10,160000,5,429
KD,2,20,160000,5,1034
KD,2,30,160000,5,1813
KD,2,40,160000,5,2744
KD,2,50,160000,5,3826
KD,2,60,160000,5,5000
KD,2,70,160000,5,6311
KD,2,80,160000,5,7743
KD,2,90,160000,5,9325
KD,2,100,160000,5,11106
KD,2,10,170000,5,418
KD,2,20,170000,5,982
KD,2,30,170000,5,1682
KD,2,40,170000,5,2535
KD,2,50,170000,5,3508
KD,2,60,170000,5,4569
KD,2,70,170000,5,5797
KD,2,80,170000,5,7115
KD,2,90,170000,5,8518
KD,2,100,170000,5,10009
KD,2,10,180000,5,382
KD,2,20,180000,5,922
KD,2,30,180000,5,1626
KD,2,40,180000,5,2456
KD,2,50,180000,5,3519
KD,2,60,180000,5,4587
KD,2,70,180000,5,5746
KD,2,80,180000,5,7037
KD,2,90,180000,5,8465
KD,2,100,180000,5,9942
KD,2,10,190000,5,349
KD,2,20,190000,5,867
KD,2,30,190000,5,1527
KD,2,40,190000,5,2330
KD,2,50,190000,5,3272
KD,2,60,190000,5,4331
KD,2,70,190000,5,5513
KD,2,80,190000,5,6828
KD,2,90,190000,5,8257
KD,2,100,190000,5,9752
KD,2,10,200000,5,374
KD,2,20,200000,5,910
KD,2,30,200000,5,1577
KD,2,40,200000,5,2386
KD,2,50,200000,5,3328
KD,2,60,200000,5,4401
KD,2,70,200000,5,5600
KD,2,80,200000,5,6930
KD,2,90,200000,5,8354
KD,2,100,200000,5,9888
KD,2,10,10000,6,194
KD,2,20,10000,6,442
KD,2,30,10000,6,742
KD,2,40,10000,6,1098
KD,2,50,10000,6,1515
KD,2,60,10000,6,1956
KD,2,70,10000,6,2457
KD,2,80,10000,6,2987
KD,2,90,10000,6,3566
KD,2,100,10000,6,4174
KD,2,10,20000,6,249
KD,2,20,20000,6,582
KD,2,30,20000,6,994
KD,2,40,20000,6,1491
KD,2,50,20000,6,2061
KD,2,60,20000,6,2697
KD,2,70,20000,6,3404
KD,2,80,20000,6,4165
KD,2,90,20000,6,4983
KD,2,100,20000,6,5856
KD,2,10,30000,6,245
KD,2,20,30000,6,611
KD,2,30,30000,6,1058
KD,2,40,30000,6,1575
KD,2,50,30000,6,2163
KD,2,60,30000,6,2814
KD,2,70,30000,6,3543
KD,2,80,30000,6,4314
KD,2,90,30000,6,5096
KD,2,100,30000,6,5924
KD,2,10,40000,6,289
KD,2,20,40000,6,683
KD,2,30,40000,6,1176
KD,2,40,40000,6,1765
KD,2,50,40000,6,2431
KD,2,60,40000,6,3202
KD,2,70,40000,6,4038
KD,2,80,40000,6,4962
KD,2,90,40000,6,5957
KD,2,100,40000,6,6981
KD,2,10,50000,6,287
KD,2,20,50000,6,681
KD,2,30,50000,6,1177
KD,2,40,50000,6,1770
KD,2,50,50000,6,2440
KD,2,60,50000,6,3180
KD,2,70,50000,6,3999
KD,2,80,50000,6,4893
KD,2,90,50000,6,5838
KD,2,100,50000,6,6914
KD,2,10,60000,6,366
KD,2,20,60000,6,865
KD,2,30,60000,6,1464
KD,2,40,60000,6,2165
KD,2,50,60000,6,3012
KD,2,60,60000,6,3916
KD,2,70,60000,6,4876
KD,2,80,60000,6,5911
KD,2,90,60000,6,7027
KD,2,100,60000,6,8258
KD,2,10,70000,6,443
KD,2,20,70000,6,1073
KD,2,30,70000,6,1825
KD,2,40,70000,6,2700
KD,2,50,70000,6,3691
KD,2,60,70000,6,4847
KD,2,70,70000,6,6045
KD,2,80,70000,6,7313
KD,2,90,70000,6,8724
KD,2,100,70000,6,10154
KD,2,10,80000,6,371
KD,2,20,80000,6,856
KD,2,30,80000,6,1448
KD,2,40,80000,6,2166
KD,2,50,80000,6,2997
KD,2,60,80000,6,3892
KD,2,70,80000,6,4872
KD,2,80,80000,6,5916
KD,2,90,80000,6,7064
KD,2,100,80000,6,8344
KD,2,10,90000,6,311
KD,2,20,90000,6,733
KD,2,30,90000,6,1282
KD,2,40,90000,6,1945
KD,2,50,90000,6,2692
KD,2,60,90000,6,3561
KD,2,70,90000,6,4421
KD,2,80,90000,6,5349
KD,2,90,90000,6,6360
KD,2,100,90000,6,7441
KD,2,10,100000,6,357
KD,2,20,100000,6,852
KD,2,30,100000,6,1490
KD,2,40,100000,6,2257
KD,2,50,100000,6,3147
KD,2,60,100000,6,4143
KD,2,70,100000,6,5249
KD,2,80,100000,6,6451
KD,2,90,100000,6,7759
KD,2,100,100000,6,9157
KD,2,10,110000,6,444
KD,2,20,110000,6,1070
KD,2,30,110000,6,1851
KD,2,40,110000,6,2774
KD,2,50,110000,6,3809
KD,2,60,110000,6,4847
KD,2,70,110000,6,6026
KD,2,80,110000,6,7328
KD,2,90,110000,6,8764
KD,2,100,110000,6,10246
KD,2,10,120000,6,571
KD,2,20,120000,6,1359
KD,2,30,120000,6,2336
KD,2,40,120000,6,3448
KD,2,50,120000,6,4720
KD,2,60,120000,6,6090
KD,2,70,120000,6,7656
KD,2,80,120000,6,9331
KD,2,90,120000,6,11138
KD,2,100,120000,6,13029
KD,2,10,130000,6,473
KD,2,20,130000,6,1115
KD,2,30,130000,6,1866
KD,2,40,130000,6,2772
KD,2,50,130000,6,3815
KD,2,60,130000,6,4957
KD,2,70,130000,6,6203
KD,2,80,130000,6,7583
KD,2,90,130000,6,9002
KD,2,100,130000,6,10534
KD,2,10,140000,6,403
KD,2,20,140000,6,941
KD,2,30,140000,6,1584
KD,2,40,140000,6,2390
KD,2,50,140000,6,3269
KD,2,60,140000,6,4243
KD,2,70,140000,6,5323
KD,2,80,140000,6,6512
KD,2,90,140000,6,7770
KD,2,100,140000,6,9093
KD,2,10,150000,6,514
KD,2,20,150000,6,1247
KD,2,30,150000,6,2110
KD,2,40,150000,6,3144
KD,2,50,150000,6,4294
KD,2,60,150000,6,5553
KD,2,70,150000,6,6947
KD,2,80,150000,6,8454
KD,2,90,150000,6,10065
KD,2,100,150000,6,11804
KD,2,10,160000,6,560
KD,2,20,160000,6,1308
KD,2,30,160000,6,2202
KD,2,40,160000,6,3242
KD,2,50,160000,6,4434
KD,2,60,160000,6,5769
KD,2,70,160000,6,7257
KD,2,80,160000,6,8858
KD,2,90,160000,6,10608
KD,2,100,160000,6,12486
KD,2,10,170000,6,677
KD,2,20,170000,6,1587
KD,2,30,170000,6,2669
KD,2,40,170000,6,3947
KD,2,50,170000,6,5400
KD,2,60,170000,6,7028
KD,2,70,170000,6,8805
KD,2,80,170000,6,10740
KD,2,90,170000,6,12787
KD,2,100,170000,6,15012
KD,2,10,180000,6,662
KD,2,20,180000,6,1552
KD,2,30,180000,6,2624
KD,2,40,180000,6,3975
KD,2,50,180000,6,5464
KD,2,60,180000,6,7057
KD,2,70,180000,6,8847
KD,2,80,180000,6,10818
KD,2,90,180000,6,12959
KD,2,100,180000,6,15247
KD,2,10,190000,6,593
KD,2,20,190000,6,1447
KD,2,30,190000,6,2474
KD,2,40,190000,6,3695
KD,2,50,190000,6,5077
KD,2,60,190000,6,6815
KD,2,70,190000,6,8731
KD,2,80,190000,6,10513
KD,2,90,190000,6,12426
KD,2,100,190000,6,14494
KD,2,10,200000,6,547
KD,2,20,200000,6,1296
KD,2,30,200000,6,2185
KD,2,40,200000,6,3210
KD,2,50,200000,6,4415
KD,2,60,200000,6,5728
KD,2,70,200000,6,7181
KD,2,80,200000,6,8733
KD,2,90,200000,6,10416
KD,2,100,200000,6,12202
KD,2,10,10000,7,232
KD,2,20,10000,7,546
KD,2,30,10000,7,953
KD,2,40,10000,7,1419
KD,2,50,10000,7,1935
KD,2,60,10000,7,2505
KD,2,70,10000,7,3116
KD,2,80,10000,7,3771
KD,2,90,10000,7,4469
KD,2,100,10000,7,5219
KD,2,10,20000,7,296
KD,2,20,20000,7,699
KD,2,30,20000,7,1272
KD,2,40,20000,7,1873
KD,2,50,20000,7,2527
KD,2,60,20000,7,3242
KD,2,70,20000,7,4015
KD,2,80,20000,7,4856
KD,2,90,20000,7,5757
KD,2,100,20000,7,6722
KD,2,10,30000,7,364
KD,2,20,30000,7,854
KD,2,30,30000,7,1450
KD,2,40,30000,7,2158
KD,2,50,30000,7,2964
KD,2,60,30000,7,3856
KD,2,70,30000,7,4851
KD,2,80,30000,7,5913
KD,2,90,30000,7,7044
KD,2,100,30000,7,8277
KD,2,10,40000,7,290
KD,2,20,40000,7,698
KD,2,30,40000,7,1226
KD,2,40,40000,7,1806
KD,2,50,40000,7,2496
KD,2,60,40000,7,3258
KD,2,70,40000,7,4080
KD,2,80,40000,7,4974
KD,2,90,40000,7,5968
KD,2,100,40000,7,7001
KD,2,10,50000,7,499
KD,2,20,50000,7,1144
KD,2,30,50000,7,1925
KD,2,40,50000,7,2832
KD,2,50,50000,7,3867
KD,2,60,50000,7,4985
KD,2,70,50000,7,6238
KD,2,80,50000,7,7526
KD,2,90,50000,7,8899
KD,2,100,50000,7,10379
KD,2,10,60000,7,412
KD,2,20,60000,7,934
KD,2,30,60000,7,1592
KD,2,40,60000,7,2374
KD,2,50,60000,7,3253
KD,2,60,60000,7,4229
KD,2,70,60000,7,5299
KD,2,80,60000,7,6417
KD,2,90,60000,7,7597
KD,2,100,60000,7,8838
KD,2,10,70000,7,539
KD,2,20,70000,7,1308
KD,2,30,70000,7,2244
KD,2,40,70000,7,3263
KD,2,50,70000,7,4435
KD,2,60,70000,7,5766
KD,2,70,70000,7,7225
KD,2,80,70000,7,8709
KD,2,90,70000,7,10297
KD,2,100,70000,7,12002
KD,2,10,80000,7,484
KD,2,20,80000,7,1140
KD,2,30,80000,7,1945
KD,2,40,80000,7,2872
KD,2,50,80000,7,3885
KD,2,60,80000,7,5082
KD,2,70,80000,7,6332
KD,2,80,80000,7,7688
KD,2,90,80000,7,9124
KD,2,100,80000,7,10663
KD,2,10,90000,7,609
KD,2,20,90000,7,1411
KD,2,30,90000,7,2360
KD,2,40,90000,7,3471
KD,2,50,90000,7,4697
KD,2,60,90000,7,6063
KD,2,70,90000,7,7541
KD,2,80,90000,7,9113
KD,2,90,90000,7,10747
KD,2,100,90000,7,12447
KD,2,10,100000,7,491
KD,2,20,100000,7,1179
KD,2,30,100000,7,2012
KD,2,40,100000,7,2974
KD,2,50,100000,7,3999
KD,2,60,100000,7,5131
KD,2,70,100000,7,6357
KD,2,80,100000,7,7691
KD,2,90,100000,7,9139
KD,2,100,100000,7,10671
KD,2,10,110000,7,653
KD,2,20,110000,7,1485
KD,2,30,110000,7,2465
KD,2,40,110000,7,3602
KD,2,50,110000,7,4942
KD,2,60,110000,7,6352
KD,2,70,110000,7,7915
KD,2,80,110000,7,9604
KD,2,90,110000,7,11383
KD,2,100,110000,7,13321
KD,2,10,120000,7,619
KD,2,20,120000,7,1457
KD,2,30,120000,7,2476
KD,2,40,120000,7,3666
KD,2,50,120000,7,4862
KD,2,60,120000,7,6160
KD,2,70,120000,7,7626
KD,2,80,120000,7,9168
KD,2,90,120000,7,10865
KD,2,100,120000,7,12662
KD,2,10,130000,7,697
KD,2,20,130000,7,1609
KD,2,30,130000,7,2858
KD,2,40,130000,7,4158
KD,2,50,130000,7,5624
KD,2,60,130000,7,7263
KD,2,70,130000,7,9111
KD,2,80,130000,7,10993
KD,2,90,130000,7,12929
KD,2,100,130000,7,14957
KD,2,10,140000,7,745
KD,2,20,140000,7,1729
KD,2,30,140000,7,2922
KD,2,40,140000,7,4321
KD,2,50,140000,7,5988
KD,2,60,140000,7,7633
KD,2,70,140000,7,9367
KD,2,80,140000,7,11217
KD,2,90,140000,7,13239
KD,2,100,140000,7,15346
KD,2,10,150000,7,540
KD,2,20,150000,7,1228
KD,2,30,150000,7,4917
KD,2,40,150000,7,5917
KD,2,50,150000,7,7086
KD,2,60,150000,7,8308
KD,2,70,150000,7,9628
KD,2,80,150000,7,11014
KD,2,90,150000,7,12510
KD,2,100,150000,7,14074
KD,2,10,160000,7,611
KD,2,20,160000,7,1366
KD,2,30,160000,7,2322
KD,2,40,160000,7,3424
KD,2,50,160000,7,4616
KD,2,60,160000,7,5943
KD,2,70,160000,7,7344
KD,2,80,160000,7,8930
KD,2,90,160000,7,10695
KD,2,100,160000,7,12543
KD,2,10,170000,7,688
KD,2,20,170000,7,1620
KD,2,30,170000,7,2674
KD,2,40,170000,7,4022
KD,2,50,170000,7,5461
KD,2,60,170000,7,6988
KD,2,70,170000,7,8663
KD,2,80,170000,7,10488
KD,2,90,170000,7,12430
KD,2,100,170000,7,14475
KD,2,10,180000,7,758
KD,2,20,180000,7,1781
KD,2,30,180000,7,3012
KD,2,40,180000,7,4458
KD,2,50,180000,7,6114
KD,2,60,180000,7,7941
KD,2,70,180000,7,9932
KD,2,80,180000,7,12075
KD,2,90,180000,7,14356
KD,2,100,180000,7,16786
KD,2,10,190000,7,798
KD,2,20,190000,7,1844
KD,2,30,190000,7,3081
KD,2,40,190000,7,4553
KD,2,50,190000,7,6193
KD,2,60,190000,7,8003
KD,2,70,190000,7,9971
KD,2,80,190000,7,12140
KD,2,90,190000,7,14476
KD,2,100,190000,7,16970
KD,2,10,200000,7,729
KD,2,20,200000,7,1756
KD,2,30,200000,7,3016
KD,2,40,200000,7,4488
KD,2,50,200000,7,6073
KD,2,60,200000,7,7738
KD,2,70,200000,7,9595
KD,2,80,200000,7,11605
KD,2,90,200000,7,13712
KD,2,100,200000,7,15952
